Gene ID	GC_promotor
ENSG00000000003	0.40396327606581217
ENSG00000000005	0.40950822652486135
ENSG00000000419	0.40150895373147893
ENSG00000000457	0.40196345786746657
ENSG00000000460	0.38623761476229435
ENSG00000000938	0.5354058721934369
ENSG00000000971	0.34396873011544404
ENSG00000001036	0.4112353422416144
ENSG00000001084	0.43150622670666305
ENSG00000001167	0.43386964821379875
ENSG00000001460	0.39814562312517043
ENSG00000001461	0.4692300699936369
ENSG00000001497	0.4905917643850559
ENSG00000001561	0.39323697845650396
ENSG00000001617	0.6051268066539406
ENSG00000001626	0.3679665484955913
ENSG00000001629	0.41805290428142894
ENSG00000001630	0.41350786292155256
ENSG00000001631	0.37832924279610947
ENSG00000002016	0.47368421052631576
ENSG00000002330	0.5464048722843378
ENSG00000002549	0.47132078901918006
ENSG00000002586	0.5158621943459686
ENSG00000002587	0.4604126897554768
ENSG00000002726	0.5286792109808199
ENSG00000002745	0.3885101354422325
ENSG00000002746	0.45977638396509407
ENSG00000002822	0.5561312607944733
ENSG00000002834	0.5583128806472138
ENSG00000002919	0.48604672302517954
ENSG00000002933	0.5084992273429688
ENSG00000003056	0.43005181347150256
ENSG00000003096	0.3582401599854559
ENSG00000003137	0.6183074265975821
ENSG00000003147	0.4373238796473048
ENSG00000003249	0.5764930460867194
ENSG00000003393	0.395145895827652
ENSG00000003400	0.42532497045723117
ENSG00000003402	0.46259430960821746
ENSG00000003436	0.3298791018998273
ENSG00000003509	0.42632487955640397
ENSG00000003756	0.4562312517043905
ENSG00000003987	0.4063266975729479
ENSG00000003989	0.4351422597945641
ENSG00000004059	0.5119534587764749
ENSG00000004139	0.4889555494955004
ENSG00000004142	0.505772202527043
ENSG00000004399	0.6061267157531134
ENSG00000004455	0.4486864830469957
ENSG00000004468	0.4769566403054268
ENSG00000004478	0.5300427233887829
ENSG00000004487	0.42623397872920643
ENSG00000004534	0.4725934005999455
ENSG00000004660	0.6104899554585946
ENSG00000004700	0.42859740023634213
ENSG00000004766	0.3775111353513317
ENSG00000004776	0.5595854922279793
ENSG00000004777	0.603490591764385
ENSG00000004779	0.4921370784474139
ENSG00000004799	0.37369330060903555
ENSG00000004809	0.46632124352331605
ENSG00000004838	0.5790382692482502
ENSG00000004846	0.3599672757022089
ENSG00000004848	0.5377692937005727
ENSG00000004864	0.4403236069448232
ENSG00000004866	0.4217798381965276
ENSG00000004897	0.38341968911917096
ENSG00000004939	0.5791291700754477
ENSG00000004948	0.3867830197254795
ENSG00000004961	0.4406872102536133
ENSG00000004975	0.5527679301881647
ENSG00000005001	0.5764021452595218
ENSG00000005007	0.5378601945277702
ENSG00000005020	0.3725115898554677
ENSG00000005022	0.4645032269793655
ENSG00000005059	0.44405054085992185
ENSG00000005073	0.5354967730206345
ENSG00000005075	0.5811289882737933
ENSG00000005100	0.4700481774384147
ENSG00000005102	0.4971366239432779
ENSG00000005108	0.36769384601399874
ENSG00000005156	0.447868375602218
ENSG00000005175	0.40341787110262706
ENSG00000005187	0.391691664394146
ENSG00000005189	0.43705117716571223
ENSG00000005194	0.4498681938005636
ENSG00000005206	0.6036723934187801
ENSG00000005238	0.5547677483865103
ENSG00000005243	0.5210435414962277
ENSG00000005249	0.40832651577129353
ENSG00000005302	0.46295791291700755
ENSG00000005339	0.49959094627761114
ENSG00000005379	0.6024906826652122
ENSG00000005381	0.5527679301881647
ENSG00000005421	0.4065994000545405
ENSG00000005436	0.3973275156803927
ENSG00000005448	0.5424052358876466
ENSG00000005469	0.40241796200345425
ENSG00000005471	0.4184165075902191
ENSG00000005483	0.39641850740841744
ENSG00000005486	0.5121352604308699
ENSG00000005513	0.6545768566493955
ENSG00000005700	0.4175984001454413
ENSG00000005801	0.4281428961003545
ENSG00000005810	0.44223252431597126
ENSG00000005812	0.39723661485319517
ENSG00000005844	0.49177347513862374
ENSG00000005882	0.5625852195254977
ENSG00000005884	0.5702208890100899
ENSG00000005889	0.45495864012362514
ENSG00000005893	0.4202345241341696
ENSG00000005961	0.5471320789019181
ENSG00000005981	0.3716025815834924
ENSG00000006007	0.4050540859921825
ENSG00000006015	0.591764385055904
ENSG00000006016	0.6079447322970639
ENSG00000006025	0.5778565584946823
ENSG00000006042	0.5034087810199073
ENSG00000006047	0.5772202527042997
ENSG00000006059	0.45241341696209436
ENSG00000006062	0.49840923552404326
ENSG00000006071	0.5191346241250795
ENSG00000006116	0.43059721843468773
ENSG00000006118	0.5747659303699664
ENSG00000006125	0.40950822652486135
ENSG00000006128	0.3891464412326152
ENSG00000006194	0.512317062085265
ENSG00000006210	0.5303154258703754
ENSG00000006282	0.5775838560130897
ENSG00000006283	0.585401327152077
ENSG00000006327	0.6085810380874466
ENSG00000006377	0.46295791291700755
ENSG00000006432	0.46668484683210615
ENSG00000006451	0.43823288791928006
ENSG00000006453	0.4800472684301427
ENSG00000006459	0.44977729297336605
ENSG00000006468	0.3556949368239251
ENSG00000006530	0.42387055722207073
ENSG00000006534	0.5944914098718298
ENSG00000006555	0.5226797563857831
ENSG00000006576	0.36751204435960366
ENSG00000006606	0.46795745841287156
ENSG00000006607	0.4630488137442051
ENSG00000006611	0.5076811198981911
ENSG00000006625	0.4202345241341696
ENSG00000006634	0.4013271520770839
ENSG00000006638	0.5689482774293246
ENSG00000006652	0.4224161439869103
ENSG00000006659	0.41650759021907097
ENSG00000006695	0.4158712844286883
ENSG00000006704	0.5677665666757568
ENSG00000006712	0.5333151531678938
ENSG00000006715	0.41168984637760203
ENSG00000006740	0.45077720207253885
ENSG00000006744	0.45114080538132895
ENSG00000006747	0.3846923006999364
ENSG00000006756	0.5098627397509318
ENSG00000006757	0.43259703663303334
ENSG00000006788	0.41068993727842923
ENSG00000006831	0.414780474502318
ENSG00000006837	0.41850740841741657
ENSG00000007001	0.3771475320425416
ENSG00000007038	0.5611308062903373
ENSG00000007047	0.5542223434233251
ENSG00000007062	0.4218707390237251
ENSG00000007080	0.5476774838651032
ENSG00000007129	0.4991364421416235
ENSG00000007168	0.4466866648486501
ENSG00000007171	0.48777383874193253
ENSG00000007174	0.4654122352513408
ENSG00000007202	0.4753204254158713
ENSG00000007216	0.5061358058358331
ENSG00000007237	0.5213162439778202
ENSG00000007255	0.5563130624488682
ENSG00000007264	0.6047632033451504
ENSG00000007306	0.4588673756931188
ENSG00000007312	0.5474047813835106
ENSG00000007314	0.5420416325788565
ENSG00000007341	0.42605217707481136
ENSG00000007350	0.48877374784110533
ENSG00000007372	0.5328606490319062
ENSG00000007376	0.6557585674029633
ENSG00000007384	0.6193073356967549
ENSG00000007392	0.45541314425961277
ENSG00000007402	0.5798563766930279
